"Отметка времени","Всего баллов","Mám skúsenosti s metódami  vysvetliteľnosti modelov umelej inteligencie (XAI):","Mám skúsenosti s metódami  vysvetliteľnosti modelov umelej inteligencie (XAI): [Количество баллов]","Mám skúsenosti s metódami  vysvetliteľnosti modelov umelej inteligencie (XAI): [Отзыв]","Moje odborné zameranie:","Moje odborné zameranie: [Количество баллов]","Moje odborné zameranie: [Отзыв]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje.","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Количество баллов]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Отзыв]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie.","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Количество баллов]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Отзыв]","Vysvetlenie zvyšuje moju dôveru voči systému.","Vysvetlenie zvyšuje moju dôveru voči systému. [Количество баллов]","Vysvetlenie zvyšuje moju dôveru voči systému. [Отзыв]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje.
","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje.
 [Количество баллов]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje.
 [Отзыв]","Na základe vyššie uvedeného vysvetlenia č. 1 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo.","Na základe vyššie uvedeného vysvetlenia č. 1 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Количество баллов]","Na základe vyššie uvedeného vysvetlenia č. 1 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Отзыв]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje.","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Количество баллов]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Отзыв]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie.","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Количество баллов]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Отзыв]","Vysvetlenie zvyšuje moju dôveru voči systému.","Vysvetlenie zvyšuje moju dôveru voči systému. [Количество баллов]","Vysvetlenie zvyšuje moju dôveru voči systému. [Отзыв]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje.","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Количество баллов]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Отзыв]","Na základe vyššie uvedeného vysvetlenia č. 2 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo.","Na základe vyššie uvedeného vysvetlenia č. 2 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Количество баллов]","Na základe vyššie uvedeného vysvetlenia č. 2 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Отзыв]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje.","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Количество баллов]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Отзыв]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie.","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Количество баллов]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Отзыв]","Vysvetlenie zvyšuje moju dôveru voči systému.","Vysvetlenie zvyšuje moju dôveru voči systému. [Количество баллов]","Vysvetlenie zvyšuje moju dôveru voči systému. [Отзыв]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje.","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Количество баллов]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Отзыв]","Na základe vyššie uvedeného vysvetlenia č. 3 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo.","Na základe vyššie uvedeného vysvetlenia č. 3 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Количество баллов]","Na základe vyššie uvedeného vysvetlenia č. 3 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Отзыв]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje.","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Количество баллов]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Отзыв]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie.","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Количество баллов]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Отзыв]","Vysvetlenie zvyšuje moju dôveru voči systému.","Vysvetlenie zvyšuje moju dôveru voči systému. [Количество баллов]","Vysvetlenie zvyšuje moju dôveru voči systému. [Отзыв]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje.","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Количество баллов]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Отзыв]","Na základe vyššie uvedeného vysvetlenia č. 4 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo.","Na základe vyššie uvedeného vysvetlenia č. 4 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Количество баллов]","Na základe vyššie uvedeného vysvetlenia č. 4 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Отзыв]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje.","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Количество баллов]","Z vysvetlenia som pochopila/pochopil, ako sa systém rozhoduje. [Отзыв]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie.","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Количество баллов]","Toto vysvetlenie fungovania systému je jednoduché na pochopenie. [Отзыв]","Vysvetlenie zvyšuje moju dôveru voči systému.","Vysvetlenie zvyšuje moju dôveru voči systému. [Количество баллов]","Vysvetlenie zvyšuje moju dôveru voči systému. [Отзыв]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje.","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Количество баллов]","Vysvetlenie obsahuje dostatok informácií na pochopenie toho, ako sa systém rozhoduje. [Отзыв]","Na základe vyššie uvedeného vysvetlenia č. 5 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo.","Na základe vyššie uvedeného vysvetlenia č. 5 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Количество баллов]","Na základe vyššie uvedeného vysvetlenia č. 5 budem môcť Johnovi vysvetliť, či bola jeho žiadosť prijatá/neprijatá a prečo. [Отзыв]","Najvhodnejším vysvetlením (najvhodnejšou metódou) pre túto úlohu podľa mňa je:","Najvhodnejším vysvetlením (najvhodnejšou metódou) pre túto úlohu podľa mňa je: [Количество баллов]","Najvhodnejším vysvetlením (najvhodnejšou metódou) pre túto úlohu podľa mňa je: [Отзыв]"
"2024/04/15 4:37:57 PM GMT+2","0.00 / 0","Áno","-- / 0","","Umelá inteligencia","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","2","-- / 0","","2","-- / 0","","3","-- / 0","","2","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","Vysvetlenie č. 5","-- / 0",""
"2024/04/15 5:08:59 PM GMT+2","0.00 / 0","Nie","-- / 0","","Umelá inteligencia","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","2","-- / 0","","3","-- / 0","","2","-- / 0","","3","-- / 0","","2","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","Vysvetlenie č. 1","-- / 0",""
"2024/04/15 6:20:15 PM GMT+2","0.00 / 0","Nie","-- / 0","","Hospodárska informatika","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","Vysvetlenie č. 5","-- / 0",""
"2024/04/15 7:11:33 PM GMT+2","0.00 / 0","Nie","-- / 0","","Počítačové siete","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","Vysvetlenie č. 1","-- / 0",""
"2024/04/15 7:14:56 PM GMT+2","0.00 / 0","Áno","-- / 0","","Umelá inteligencia","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","Vysvetlenie č. 4","-- / 0",""
"2024/04/15 7:20:37 PM GMT+2","0.00 / 0","Nie","-- / 0","","Biznis/Ekonomika","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","Vysvetlenie č. 2","-- / 0",""
"2024/04/15 7:24:05 PM GMT+2","0.00 / 0","Áno","-- / 0","","Počítačové siete","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","Vysvetlenie č. 3","-- / 0",""
"2024/04/15 7:27:54 PM GMT+2","0.00 / 0","Nie","-- / 0","","Umelá inteligencia","-- / 0","","2","-- / 0","","1","-- / 0","","1","-- / 0","","1","-- / 0","","1","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","Vysvetlenie č. 2","-- / 0",""
"2024/04/15 7:34:58 PM GMT+2","0.00 / 0","Áno","-- / 0","","Dátová analytika","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","4","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","5","-- / 0","","5","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","Vysvetlenie č. 1","-- / 0",""
"2024/04/15 7:51:58 PM GMT+2","0.00 / 0","Nie","-- / 0","","Elektrotechnika ","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","4","-- / 0","","5","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","2","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","3","-- / 0","","4","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","3","-- / 0","","4","-- / 0","","3","-- / 0","","4","-- / 0","","Vysvetlenie č. 1","-- / 0",""
"2024/04/15 8:16:52 PM GMT+2","0.00 / 0","Áno","-- / 0","","Biznis/Ekonomika","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","Vysvetlenie č. 2","-- / 0",""
"2024/04/15 8:31:22 PM GMT+2","0.00 / 0","Áno","-- / 0","","Umelá inteligencia","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","5","-- / 0","","Vysvetlenie č. 2","-- / 0",""
